Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave
1E+19,280,41160.2656,41160.2656,12183.9629,31501.498,-99.8691177,-99.8691177,-112.101486,-103.946571,0.23222433,0.23222433,6.59E-02,0.176773429,256.902191,256.902191,76.0463181,196.616898,4.11E-04,4.11E-04,1.53E-04,3.40E-04
2.5E+19,280,92740.5625,92740.5625,28760.959,71414.0234,-62.7971573,-62.7971573,-70.486557,-65.3602905,0.551764667,0.551764667,0.165008143,0.42284584,231.536423,231.536423,71.8047104,178.292526,3.66E-04,3.66E-04,1.43E-04,3.05E-04
5E+19,280,168753.078,168753.078,54026.0078,130510.719,-41.9351578,-41.9351578,-46.7030525,-43.524456,1.05116701,1.05116701,0.322804421,0.808379471,210.65477,210.65477,67.4407654,162.916763,2.97E-04,2.97E-04,1.18E-04,2.47E-04
7.5E+19,280,236743.625,236743.625,75576.3438,183021.203,-32.8392448,-32.8392448,-36.4744034,-34.0509644,1.51163304,1.51163304,0.46936658,1.16421092,197.018326,197.018326,62.894722,152.310455,2.55E-04,2.55E-04,1.01E-04,2.12E-04
1E+20,280,298368.812,298368.812,95595.4609,230777.688,-28.4978199,-28.4978199,-32.1723595,-29.7226658,1.94361567,1.94361567,0.616049409,1.50109351,186.227173,186.227173,59.6659927,144.040115,2.42E-04,2.42E-04,9.89E-05,2.04E-04
2.5E+20,280,638645.625,638645.625,264840.844,514044.031,-29.4498196,-29.4498196,-45.6088066,-34.8361473,4.24081898,4.24081898,1.66659105,3.38274288,159.444489,159.444489,66.1202621,128.336411,5.54E-04,5.54E-04,5.51E-04,6.24E-04
5E+20,280,1169231.88,1169231.88,584405.312,974289.688,-24.0972614,-24.0972614,-32.4108925,-26.8684711,7.73356581,7.73356581,3.76531148,6.41081429,145.955429,145.955429,72.951416,121.620758,6.79E-04,6.79E-04,6.14E-04,7.03E-04
7.5E+20,280,1671865.62,1671865.62,946036,1429922.38,-21.7665558,-21.7665558,-27.619482,-23.7175312,10.9657831,10.9657831,5.77038622,9.23398399,139.132858,139.132858,78.7292252,118.998314,7.92E-04,7.92E-04,7.22E-04,8.04E-04
1E+21,280,2155523.75,2155523.75,1230199.25,1847082.38,-18.7994823,-18.7994823,-19.437355,-19.0121059,14.2226763,14.2226763,7.69600153,12.0471182,134.537201,134.537201,76.7829971,115.285797,7.62E-04,7.62E-04,4.65E-04,6.68E-04
1E+16,300,57.86166,57.86166,14.9974451,43.5735893,-631.509583,-631.509583,-654.298035,-639.105713,2.84E-04,2.84E-04,7.45E-05,2.14E-04,361.144073,361.144073,93.6066895,271.964935,2.31E-05,2.31E-05,6.42E-06,1.78E-05
2.5E+16,300,144.225479,144.225479,37.4071693,108.619377,-552.829285,-552.829285,-575.56012,-560.40625,7.09E-04,7.09E-04,1.86E-04,5.35E-04,360.073822,360.073822,93.3908768,271.179504,4.41E-05,4.41E-05,1.24E-05,3.41E-05
5E+16,300,287.15387,287.15387,74.5504379,216.286057,-493.469727,-493.469727,-516.087646,-501.009033,1.41E-03,1.41E-03,3.71E-04,1.07E-03,358.454681,358.454681,93.0614395,269.990265,6.99E-05,6.99E-05,1.99E-05,5.43E-05
7.5E+16,300,428.985687,428.985687,111.482277,323.151215,-458.943024,-458.943024,-481.483368,-466.456451,2.12E-03,2.12E-03,5.55E-04,1.60E-03,357.002411,357.002411,92.7756882,268.926849,9.04E-05,9.04E-05,2.58E-05,7.03E-05
1E+17,300,569.766113,569.766113,148.209183,429.247162,-434.555145,-434.555145,-457.021576,-442.043945,2.81E-03,2.81E-03,7.39E-04,2.12E-03,355.620056,355.620056,92.5048981,267.915009,1.08E-04,1.08E-04,3.10E-05,8.39E-05
2.5E+17,300,1394.31958,1394.31958,364.656616,1051.09863,-357.822388,-357.822388,-379.879211,-365.174652,6.96E-03,6.96E-03,1.83E-03,5.25E-03,348.106354,348.106354,91.0403061,262.417664,1.79E-04,1.79E-04,5.26E-05,1.40E-04
5E+17,300,2703.4436,2703.4436,712.798523,2039.89514,-301.483215,-301.483215,-323.00119,-308.655884,1.37E-02,1.37E-02,3.62E-03,1.03E-02,337.471344,337.471344,88.9787674,254.640488,2.46E-04,2.46E-04,7.44E-05,1.94E-04
7.5E+17,300,3947.32202,3947.32202,1048.21069,2980.95142,-269.757751,-269.757751,-290.763916,-276.759796,2.02E-02,2.02E-02,5.38E-03,1.53E-02,328.496613,328.496613,87.2322235,248.07515,2.87E-04,2.87E-04,8.86E-05,2.28E-04
1E+18,300,5138.4873,5138.4873,1373.15771,3883.37769,-247.982315,-247.982315,-268.466888,-254.810501,2.67E-02,2.67E-02,7.11E-03,2.02E-02,320.719177,320.719177,85.7057648,242.381363,3.16E-04,3.16E-04,9.90E-05,2.52E-04
2.5E+18,300,11555.9561,11555.9561,3182.3606,8764.75781,-183.694275,-183.694275,-202.051315,-189.813293,6.33E-02,6.33E-02,1.71E-02,4.79E-02,288.506409,288.506409,79.4509277,218.821243,3.90E-04,3.90E-04,1.30E-04,3.16E-04
5E+18,300,20876.9473,20876.9473,5941.94775,15898.6143,-142.083588,-142.083588,-157.576263,-147.247818,0.120768026,0.120768026,3.33E-02,9.16E-02,260.6073,260.6073,74.173439,198.462692,4.21E-04,4.21E-04,1.48E-04,3.45E-04
7.5E+18,300,29533.168,29533.168,8593.97461,22553.4375,-120.626717,-120.626717,-134.005386,-125.086273,0.175367191,0.175367191,4.92E-02,0.133307785,245.775375,245.775375,71.5191574,187.689957,4.30E-04,4.30E-04,1.54E-04,3.53E-04
1E+19,300,37974.6758,37974.6758,11219.04,29056.1309,-106.446983,-106.446983,-118.242531,-110.378838,0.229401857,0.229401857,6.52E-02,0.174668685,237.019272,237.019272,70.0237427,181.35408,4.30E-04,4.30E-04,1.57E-04,3.54E-04
2.5E+19,300,85844.4297,85844.4297,26534.5176,66074.4609,-67.1827698,-67.1827698,-74.6331177,-69.6662216,0.545510709,0.545510709,0.163187802,0.41806975,214.319519,214.319519,66.2461777,164.961746,3.87E-04,3.87E-04,1.48E-04,3.21E-04
5E+19,300,156786.594,156786.594,49919.3008,121164.164,-45.0153961,-45.0153961,-49.4492493,-46.4933472,1.04580069,1.04580069,0.320746839,0.80411607,195.71698,195.71698,62.3143539,151.249435,3.18E-04,3.18E-04,1.22E-04,2.62E-04
7.5E+19,300,220121.453,220121.453,70024.6484,170089.188,-35.3227196,-35.3227196,-38.7325516,-36.4593315,1.50649619,1.50649619,0.46874851,1.16058028,183.185349,183.185349,58.274601,141.548431,2.75E-04,2.75E-04,1.05E-04,2.26E-04
1E+20,300,277494.156,277494.156,88617.6016,214535.312,-30.7921715,-30.7921715,-34.5540085,-32.0461159,1.93819034,1.93819034,0.618834913,1.4984051,173.198227,173.198227,55.3107567,133.902405,2.63E-04,2.63E-04,1.06E-04,2.20E-04
2.5E+20,300,595990.562,595990.562,245856.562,479279.25,-31.4177322,-31.4177322,-48.0185738,-36.9513435,4.25750828,4.25750828,1.67331254,3.39610958,148.795212,148.795212,61.3806381,119.657021,5.88E-04,5.88E-04,5.67E-04,6.54E-04
5E+20,300,1090187.88,1090187.88,543381.188,907919,-25.9260921,-25.9260921,-34.5898895,-28.8140259,7.73356628,7.73356628,3.77082419,6.41265249,136.088364,136.088364,67.8303757,113.335701,7.33E-04,7.33E-04,6.50E-04,7.54E-04
7.5E+20,300,1560463.12,1560463.12,876806.688,1332577.62,-23.3351688,-23.3351688,-29.1649723,-25.2784367,10.9810381,10.9810381,5.75370169,9.2385931,129.861923,129.861923,72.9679642,110.89727,8.50E-04,8.50E-04,7.46E-04,8.52E-04
1E+21,300,2012147.12,2012147.12,1142929,1722407.62,-20.2527218,-20.2527218,-20.7115364,-20.4056606,14.2265377,14.2265377,7.68561459,12.0462303,125.588348,125.588348,71.3360214,107.504242,8.25E-04,8.25E-04,4.90E-04,7.17E-04
1E+16,320,51.4202232,51.4202232,13.4742527,38.7715645,-643.409973,-643.409973,-665.132568,-650.650818,2.75E-04,2.75E-04,7.30E-05,2.08E-04,320.939789,320.939789,84.0996704,241.993088,2.13E-05,2.13E-05,5.96E-06,1.64E-05
2.5E+16,320,128.202194,128.202194,33.6130562,96.6724854,-564.632263,-564.632263,-586.287598,-571.850708,6.86E-04,6.86E-04,1.82E-04,5.18E-04,320.070068,320.070068,83.9184799,241.352859,4.09E-05,4.09E-05,1.16E-05,3.16E-05
5E+16,320,255.452103,255.452103,67.0340958,192.646103,-505.284271,-505.284271,-526.866882,-512.478455,1.37E-03,1.37E-03,3.63E-04,1.03E-03,318.881317,318.881317,83.6787796,240.480469,6.52E-05,6.52E-05,1.86E-05,5.06E-05
7.5E+16,320,381.856995,381.856995,100.287605,288.000519,-470.710419,-470.710419,-492.225861,-477.882233,2.05E-03,2.05E-03,5.44E-04,1.55E-03,317.78183,317.78183,83.459465,239.674377,8.46E-05,8.46E-05,2.43E-05,6.58E-05
1E+17,320,507.310699,507.310699,133.36293,382.661469,-446.156708,-446.156708,-467.657135,-453.323517,2.72E-03,2.72E-03,7.23E-04,2.05E-03,316.638428,316.638428,83.2385864,238.838486,1.01E-04,1.01E-04,2.92E-05,7.86E-05
2.5E+17,320,1245.55444,1245.55444,328.939728,940.016174,-369.22049,-369.22049,-390.372803,-376.27124,6.74E-03,6.74E-03,1.80E-03,5.09E-03,310.965576,310.965576,82.1232147,234.684799,1.70E-04,1.70E-04,5.01E-05,1.33E-04
5E+17,320,2426.46045,2426.46045,645.138184,1832.6864,-312.630737,-312.630737,-333.193298,-319.484924,1.33E-02,1.33E-02,3.56E-03,1.01E-02,302.895508,302.895508,80.5327148,228.774582,2.37E-04,2.37E-04,7.16E-05,1.87E-04
7.5E+17,320,3555.271,3555.271,951.226318,2687.2561,-280.498077,-280.498077,-300.612061,-287.202728,1.97E-02,1.97E-02,5.28E-03,1.49E-02,295.870087,295.870087,79.161171,223.633789,2.80E-04,2.80E-04,8.60E-05,2.22E-04
1E+18,320,4642.07764,4642.07764,1249.13879,3511.0979,-258.399567,-258.399567,-278.0979,-264.965668,2.60E-02,2.60E-02,7.00E-03,1.97E-02,289.735718,289.735718,77.9651184,219.145508,3.10E-04,3.10E-04,9.66E-05,2.47E-04
2.5E+18,320,10571.1592,10571.1592,2921.40186,8021.24023,-193.07283,-193.07283,-210.5737,-198.906448,6.23E-02,6.23E-02,1.70E-02,4.72E-02,263.919952,263.919952,72.9358292,200.258591,3.94E-04,3.94E-04,1.30E-04,3.17E-04
5E+18,320,19266.7168,19266.7168,5489.87988,14674.4375,-149.915939,-149.915939,-164.851303,-154.894394,0.118842453,0.118842453,3.29E-02,9.02E-02,240.506775,240.506775,68.5302734,183.181274,4.33E-04,4.33E-04,1.49E-04,3.52E-04
7.5E+18,320,27366.2129,27366.2129,7959.30713,20897.2441,-127.581429,-127.581429,-140.486404,-131.883087,0.173192412,0.173192412,4.87E-02,0.13169758,227.741959,227.741959,66.2374496,173.90712,4.45E-04,4.45E-04,1.57E-04,3.63E-04
1E+19,320,35230.2891,35230.2891,10397.4805,26952.6875,-112.717361,-112.717361,-124.172012,-116.535583,0.226370737,0.226370737,6.45E-02,0.172425091,219.890152,219.890152,64.8959656,168.225418,4.48E-04,4.48E-04,1.60E-04,3.66E-04
2.5E+19,320,79862.5391,79862.5391,24620.6523,61448.5781,-71.517601,-71.517601,-78.8213272,-73.952179,0.539048493,0.539048493,0.161133826,0.413076967,199.385101,199.385101,61.4680099,153.412735,4.08E-04,4.08E-04,1.53E-04,3.36E-04
5E+19,320,146262.453,146262.453,46376.6602,112967.188,-48.0690269,-48.0690269,-52.2855377,-49.4745293,1.03782535,1.03782535,0.318151772,0.797934115,182.579681,182.579681,57.892067,141.017136,3.38E-04,3.38E-04,1.27E-04,2.77E-04
7.5E+19,320,205538.547,205538.547,65211.5547,158762.891,-37.8609695,-37.8609695,-41.1404343,-38.9541245,1.49930954,1.49930954,0.468437225,1.15568542,171.049423,171.049423,54.2691345,132.122665,2.95E-04,2.95E-04,1.10E-04,2.41E-04
1E+20,320,259518.375,259518.375,82644.7969,200560.516,-33.0624886,-33.0624886,-36.9547653,-34.3599129,1.94091892,1.94091892,0.624158025,1.50199854,161.978622,161.978622,51.5828247,125.180023,2.84E-04,2.84E-04,1.13E-04,2.37E-04
2.5E+20,320,557988.438,557988.438,229422.766,448466.531,-33.4413719,-33.4413719,-50.5134583,-39.1320686,4.26132154,4.26132154,1.6809411,3.40119481,139.307587,139.307587,57.277771,111.964317,6.24E-04,6.24E-04,5.85E-04,6.87E-04
5E+20,320,1021510.56,1021510.56,507880.406,850300.5,-27.8652534,-27.8652534,-36.8524055,-30.8609715,7.74721479,7.74721479,3.78049088,6.42497396,127.51535,127.51535,63.3988037,106.143166,7.93E-04,7.93E-04,6.90E-04,8.10E-04
7.5E+20,320,1462933.62,1462933.62,817115.812,1247661,-24.816061,-24.816061,-30.6664639,-26.7661953,11.0014982,11.0014982,5.74481487,9.24927044,121.745514,121.745514,68.0004807,103.830505,9.01E-04,9.01E-04,7.68E-04,8.94E-04
1E+21,320,1886806.5,1886806.5,1067035.25,1613549.38,-21.6819534,-21.6819534,-21.9857368,-21.7832127,14.2360134,14.2360134,7.67571735,12.0492477,117.765198,117.765198,66.5990982,100.709831,8.87E-04,8.87E-04,5.16E-04,7.66E-04
1E+16,340,46.1739731,46.1739731,12.2247314,34.8575592,-654.351868,-654.351868,-675.205322,-661.30304,2.66E-04,2.66E-04,7.15E-05,2.01E-04,288.195282,288.195282,76.3007736,217.563782,1.98E-05,1.98E-05,5.57E-06,1.52E-05
2.5E+16,340,115.182144,115.182144,30.5089245,86.9577332,-575.613098,-575.613098,-596.422729,-582.549622,6.64E-04,6.64E-04,1.79E-04,5.03E-04,287.564178,287.564178,76.1686935,217.099014,3.82E-05,3.82E-05,1.09E-05,2.95E-05
5E+16,340,229.627518,229.627518,60.8670998,173.374039,-516.223083,-516.223083,-536.969299,-523.138489,1.33E-03,1.33E-03,3.57E-04,1.00E-03,286.64444,286.64444,75.9805145,216.423141,6.12E-05,6.12E-05,1.76E-05,4.74E-05
7.5E+16,340,343.464783,343.464783,91.0838165,259.337799,-481.646545,-481.646545,-502.236511,-488.509857,1.99E-03,1.99E-03,5.34E-04,1.50E-03,285.831818,285.831818,75.8000641,215.821228,7.97E-05,7.97E-05,2.30E-05,6.19E-05
1E+17,340,456.65686,456.65686,121.185143,344.832977,-457.173645,-457.173645,-477.70752,-464.01828,2.65E-03,2.65E-03,7.11E-04,2.00E-03,285.022797,285.022797,75.6378174,215.227798,9.54E-05,9.54E-05,2.77E-05,7.42E-05
2.5E+17,340,1123.82288,1123.82288,299.423859,849.023193,-379.936493,-379.936493,-400.169342,-386.680786,6.55E-03,6.55E-03,1.76E-03,4.96E-03,280.574005,280.574005,74.7542725,211.967422,1.62E-04,1.62E-04,4.79E-05,1.27E-04
5E+17,340,2196.8606,2196.8606,588.856628,1660.85925,-322.968689,-322.968689,-342.737976,-329.558441,1.29E-02,1.29E-02,3.50E-03,9.80E-03,274.234497,274.234497,73.5070801,207.325363,2.29E-04,2.29E-04,6.92E-05,1.80E-04
7.5E+17,340,3229.11035,3229.11035,870.342041,2442.85425,-290.615021,-290.615021,-309.974762,-297.068268,1.92E-02,1.92E-02,5.21E-03,1.46E-02,268.726959,268.726959,72.4299698,203.294632,2.73E-04,2.73E-04,8.36E-05,2.16E-04
1E+18,340,4229.59961,4229.59961,1145.19031,3201.46313,-268.466949,-268.466949,-287.237976,-274.723969,2.55E-02,2.55E-02,6.90E-03,1.93E-02,263.990845,263.990845,71.4771576,199.819626,3.05E-04,3.05E-04,9.45E-05,2.42E-04
2.5E+18,340,9726.65234,9726.65234,2698.78027,7384.02881,-201.792236,-201.792236,-218.63913,-207.407883,6.12E-02,6.12E-02,1.67E-02,4.64E-02,242.835968,242.835968,67.3778458,184.34993,3.96E-04,3.96E-04,1.29E-04,3.18E-04
5E+18,340,17876.0488,17876.0488,5100.82227,13617.6406,-157.463898,-157.463898,-171.84404,-162.257278,0.11724057,0.11724057,3.26E-02,8.90E-02,223.147034,223.147034,63.6736565,169.989243,4.43E-04,4.43E-04,1.51E-04,3.59E-04
7.5E+18,340,25477.0918,25477.0918,7411.69434,19455.293,-134.217422,-134.217422,-146.762146,-138.399002,0.170907229,0.170907229,4.83E-02,0.130027771,212.020676,212.020676,61.6802101,161.907181,4.59E-04,4.59E-04,1.60E-04,3.73E-04
1E+19,340,32843.5781,32843.5781,9689.4209,25125.5254,-118.772415,-118.772415,-129.955658,-122.50016,0.22355336,0.22355336,6.40E-02,0.1703614,204.993469,204.993469,60.4766083,156.821182,4.63E-04,4.63E-04,1.64E-04,3.77E-04
2.5E+19,340,74645.2891,74645.2891,22971.2734,57420.6133,-75.7390442,-75.7390442,-82.8851624,-78.1210861,0.533550501,0.533550501,0.159692213,0.408931047,186.359695,186.359695,57.3501625,143.356522,4.28E-04,4.28E-04,1.58E-04,3.50E-04
5E+19,340,137038.609,137038.609,43312.4414,105796.555,-51.0550613,-51.0550613,-55.1154366,-52.4085197,1.03165233,1.03165233,0.316667527,0.793324053,171.065536,171.065536,54.0669975,132.066025,3.57E-04,3.57E-04,1.32E-04,2.91E-04
7.5E+19,340,192756.688,192756.688,61024.8203,148846.062,-40.3166885,-40.3166885,-43.5325432,-41.3886414,1.49452209,1.49452209,0.468998551,1.15268087,160.412354,160.412354,50.7849312,123.869881,3.13E-04,3.13E-04,1.16E-04,2.55E-04
1E+20,340,243571.922,243571.922,77419.0312,188187.625,-35.3914375,-35.3914375,-39.5613518,-36.7814064,1.94008255,1.94008255,0.628869355,1.50301158,152.025635,152.025635,48.3211594,117.457481,3.05E-04,3.05E-04,1.21E-04,2.55E-04
2.5E+20,340,524707.125,524707.125,215051.047,421488.406,-35.4494133,-35.4494133,-53.003891,-41.3009071,4.27132845,4.27132845,1.68598914,3.40954876,130.998581,130.998581,53.689724,105.228966,6.59E-04,6.59E-04,6.04E-04,7.19E-04
5E+20,340,960896.812,960896.812,476963.781,799585.812,-29.5703259,-29.5703259,-38.9537888,-32.6981468,7.76057434,7.76057434,3.7906208,6.43725634,119.948921,119.948921,59.5394745,99.812439,8.40E-04,8.40E-04,7.24E-04,8.55E-04
7.5E+20,340,1375637.5,1375637.5,764858.938,1172044.62,-26.3390484,-26.3390484,-32.2228165,-28.3003025,10.9978437,10.9978437,5.73126364,9.2423172,114.480721,114.480721,63.6516533,97.5376968,9.54E-04,9.54E-04,7.94E-04,9.39E-04
1E+21,340,1776254.25,1776254.25,1000512.12,1517673.5,-23.0640488,-23.0640488,-23.2964706,-23.1415234,14.2520504,14.2520504,7.66710615,12.0570688,110.865067,110.865067,62.447052,94.7257309,9.45E-04,9.45E-04,5.43E-04,8.13E-04
1E+16,360,41.870533,41.870533,11.186655,31.6425724,-664.808044,-664.808044,-684.755737,-671.457275,2.60E-04,2.60E-04,7.03E-05,1.96E-04,261.335297,261.335297,69.8216095,197.497391,1.85E-05,1.85E-05,5.25E-06,1.43E-05
2.5E+16,360,104.476562,104.476562,27.9240913,78.9590683,-586.046753,-586.046753,-605.955444,-592.682983,6.48E-04,6.48E-04,1.76E-04,4.91E-04,260.836548,260.836548,69.7153854,197.129501,3.59E-05,3.59E-05,1.03E-05,2.77E-05
5E+16,360,208.322922,208.322922,55.7160606,157.453964,-526.523926,-526.523926,-546.379456,-533.142395,1.29E-03,1.29E-03,3.50E-04,9.77E-04,260.049896,260.049896,69.5504532,196.550095,5.78E-05,5.78E-05,1.66E-05,4.48E-05
7.5E+16,360,311.681305,311.681305,83.4099426,235.590866,-491.875519,-491.875519,-511.679138,-498.476715,1.93E-03,1.93E-03,5.25E-04,1.46E-03,259.381561,259.381561,69.4138565,196.059006,7.54E-05,7.54E-05,2.18E-05,5.85E-05
1E+17,360,414.555634,414.555634,111.006714,313.37265,-467.369049,-467.369049,-487.12326,-473.953766,2.58E-03,2.58E-03,6.99E-04,1.95E-03,258.74527,258.74527,69.2849426,195.591843,9.06E-05,9.06E-05,2.63E-05,7.04E-05
2.5E+17,360,1022.47052,1022.47052,274.725189,773.222107,-390.003448,-390.003448,-409.471832,-396.49292,6.39E-03,6.39E-03,1.74E-03,4.84E-03,255.270355,255.270355,68.5879898,193.042908,1.56E-04,1.56E-04,4.61E-05,1.22E-04
5E+17,360,2006.11108,2006.11108,541.526123,1517.91602,-333.01651,-333.01651,-351.837158,-339.29007,1.27E-02,1.27E-02,3.45E-03,9.63E-03,250.423218,250.423218,67.5988083,189.48175,2.22E-04,2.22E-04,6.70E-05,1.75E-04
7.5E+17,360,2956.13403,2956.13403,801.880249,2238.04956,-300.396149,-300.396149,-318.838348,-306.543549,1.89E-02,1.89E-02,5.14E-03,1.43E-02,246.009842,246.009842,66.7325745,186.250748,2.67E-04,2.67E-04,8.15E-05,2.10E-04
1E+18,360,3878.40381,3878.40381,1056.84656,2937.88477,-277.812836,-277.812836,-295.90564,-283.843781,2.50E-02,2.50E-02,6.81E-03,1.89E-02,242.070923,242.070923,65.9631729,183.368347,2.99E-04,2.99E-04,9.25E-05,2.37E-04
2.5E+18,360,9000.18848,9000.18848,2507.03027,6835.80225,-210.166473,-210.166473,-226.375244,-215.569397,6.02E-02,6.02E-02,1.66E-02,4.57E-02,224.699036,224.699036,62.5906105,170.662888,3.98E-04,3.98E-04,1.28E-04,3.18E-04
5E+18,360,16658.2109,16658.2109,4762.2876,12692.9033,-164.63063,-164.63063,-178.572723,-169.278,0.115563028,0.115563028,3.23E-02,8.78E-02,207.944763,207.944763,59.4477234,158.445755,4.51E-04,4.51E-04,1.52E-04,3.64E-04
7.5E+18,360,23817.4727,23817.4727,6933.84619,18189.5977,-140.597214,-140.597214,-152.834259,-144.676224,0.168700099,0.168700099,4.79E-02,0.12842162,198.20929,198.20929,57.7035522,151.374039,4.71E-04,4.71E-04,1.62E-04,3.81E-04
1E+19,360,30747.3438,30747.3438,9071.50781,23522.0645,-124.619484,-124.619484,-135.55481,-128.264587,0.22085999,0.22085999,6.34E-02,0.168384388,191.909821,191.909821,56.6198997,146.813187,4.78E-04,4.78E-04,1.67E-04,3.87E-04
2.5E+19,360,70066.8203,70066.8203,21527.5449,53887.0625,-79.9770813,-79.9770813,-86.8797302,-82.2779617,0.529360175,0.529360175,0.158331037,0.405683786,174.929077,174.929077,53.7457466,134.534637,4.48E-04,4.48E-04,1.62E-04,3.65E-04
5E+19,360,128860.039,128860.039,40622.0195,99447.3672,-54.0108261,-54.0108261,-57.9465446,-55.3227348,1.02514124,1.02514124,0.315193325,0.788491964,160.856216,160.856216,50.7085419,124.14032,3.76E-04,3.76E-04,1.36E-04,3.04E-04
7.5E+19,360,181354.203,181354.203,57329.5859,140012.672,-42.8971977,-42.8971977,-46.1461182,-43.980175,1.48795331,1.48795331,0.469495207,1.1484673,150.923187,150.923187,47.7097511,116.518707,3.34E-04,3.34E-04,1.22E-04,2.71E-04
1E+20,360,229487.812,229487.812,72866.3984,177280.672,-37.6729927,-37.6729927,-42.1811829,-39.175724,1.94261217,1.94261217,0.63550961,1.50691128,143.235031,143.235031,45.4796295,110.649902,3.26E-04,3.26E-04,1.30E-04,2.72E-04
2.5E+20,360,495092.938,495092.938,202436.75,397540.875,-37.305069,-37.305069,-55.4375191,-43.3492165,4.2813735,4.2813735,1.69365919,3.41880202,123.60508,123.60508,50.540432,99.2501907,6.89E-04,6.89E-04,6.22E-04,7.47E-04
5E+20,360,906835.125,906835.125,449659.5,754443.25,-31.3105621,-31.3105621,-41.0704689,-34.5638618,7.76996183,7.76996183,3.79860234,6.4461751,113.200394,113.200394,56.1310768,94.1772842,8.89E-04,8.89E-04,7.58E-04,9.01E-04
7.5E+20,360,1298334.62,1298334.62,718925.438,1105198.25,-27.8804016,-27.8804016,-33.7560005,-29.8389339,11.0003309,11.0003309,5.72026491,9.24030876,108.047562,108.047562,59.8290596,91.9747314,1.01E-03,1.01E-03,8.19E-04,9.84E-04
1E+21,360,1677195.5,1677195.5,941721,1432037.38,-24.4628582,-24.4628582,-24.6542721,-24.5266628,14.2580481,14.2580481,7.66051579,12.0588713,104.682312,104.682312,58.7776031,89.3807373,1.00E-03,1.00E-03,5.72E-04,8.61E-04
1E+16,380,38.2483635,38.2483635,10.3084726,28.9350662,-674.468323,-674.468323,-693.704163,-680.88031,2.53E-04,2.53E-04,6.92E-05,1.92E-04,238.727509,238.727509,64.3404236,180.598465,1.74E-05,1.74E-05,4.96E-06,1.34E-05
2.5E+16,380,95.4547882,95.4547882,25.7339344,72.2145004,-595.662659,-595.662659,-614.843994,-602.056458,6.31E-04,6.31E-04,1.73E-04,4.78E-04,238.31279,238.31279,64.2474365,180.291016,3.39E-05,3.39E-05,9.73E-06,2.62E-05
5E+16,380,190.445206,190.445206,51.3701973,144.086868,-536.206482,-536.206482,-555.337891,-542.583618,1.26E-03,1.26E-03,3.45E-04,9.55E-04,237.733093,237.733093,64.1255112,179.863892,5.48E-05,5.48E-05,1.58E-05,4.24E-05
7.5E+16,380,285.026123,285.026123,76.9226837,215.65831,-501.528595,-501.528595,-520.613892,-507.890381,1.89E-03,1.89E-03,5.17E-04,1.43E-03,237.199097,237.199097,64.015152,179.471115,7.17E-05,7.17E-05,2.08E-05,5.56E-05
1E+17,380,379.52597,379.52597,102.39843,287.150116,-477.2724,-477.2724,-496.036591,-483.52713,2.53E-03,2.53E-03,6.89E-04,1.92E-03,236.881485,236.881485,63.912075,179.225021,8.65E-05,8.65E-05,2.52E-05,6.71E-05
2.5E+17,380,937.740417,937.740417,253.76532,709.748718,-399.77182,-399.77182,-418.289032,-405.944214,6.29E-03,6.29E-03,1.71E-03,4.76E-03,234.116608,234.116608,63.3551407,177.196121,1.50E-04,1.50E-04,4.44E-05,1.17E-04
5E+17,380,1843.10364,1843.10364,501.103424,1395.77014,-342.279327,-342.279327,-360.421082,-348.326569,1.25E-02,1.25E-02,3.40E-03,9.44E-03,230.074951,230.074951,62.5528259,174.234253,2.16E-04,2.16E-04,6.51E-05,1.69E-04
7.5E+17,380,2721.83447,2721.83447,743.13269,2062.26733,-309.448517,-309.448517,-327.184906,-315.360626,1.85E-02,1.85E-02,5.07E-03,1.40E-02,226.511398,226.511398,61.8435936,171.622131,2.61E-04,2.61E-04,7.96E-05,2.05E-04
1E+18,380,3577.65942,3577.65942,980.784302,2712.03442,-286.662872,-286.662872,-304.078857,-292.468201,2.45E-02,2.45E-02,6.72E-03,1.86E-02,223.299927,223.299927,61.2157402,169.271866,2.94E-04,2.94E-04,9.07E-05,2.32E-04
2.5E+18,380,8366.29492,8366.29492,2339.82642,6357.47217,-218.065033,-218.065033,-233.719971,-223.28334,5.92E-02,5.92E-02,1.64E-02,4.49E-02,208.873215,208.873215,58.4161911,158.720871,3.98E-04,3.98E-04,1.28E-04,3.17E-04
5E+18,380,15584.4277,15584.4277,4464.84326,11877.8994,-171.488754,-171.488754,-185.049606,-176.009033,0.113949358,0.113949358,3.20E-02,8.66E-02,194.540695,194.540695,55.7347183,148.272034,4.58E-04,4.58E-04,1.53E-04,3.68E-04
7.5E+18,380,22348.7344,22348.7344,6512.92578,17070.1309,-146.756973,-146.756973,-158.708969,-150.740967,0.166633099,0.166633099,4.75E-02,0.126916572,185.986435,185.986435,54.2006454,142.057846,4.81E-04,4.81E-04,1.64E-04,3.88E-04
1E+19,380,28892.3418,28892.3418,8526.87109,22103.8516,-130.299042,-130.299042,-140.973236,-133.857101,0.218414858,0.218414858,6.29E-02,0.166576043,180.331818,180.331818,53.2205429,137.961395,4.91E-04,4.91E-04,1.69E-04,3.96E-04
