Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave,ADP,ADP,ADP,ADP,IMP,IMP,IMP,IMP,PIE,PIE,PIE,PIE,POP,POP,POP,POP
8.00E+16,360,74.3833694,617.030273,331.460785,340.95813,715.532532,667.216248,672.777649,685.175476,4.85E-04,3.75E-03,2.06E-03,2.10E-03,58.03302,481.399933,258.601898,266.011627,3.81E-05,2.75E-04,1.50E-04,1.60E-04,1483.09814,9824.08008,9717.42676,7008.20166,15359.5576,133180.688,56207.9258,68249.3906,0,0,0,0,65.411911,540.774292,285.604248,297.263489
1.00E+17,360,92.7538528,769.209595,413.182556,425.048676,696.571289,648.253418,653.852417,666.225708,6.05E-04,4.68E-03,2.57E-03,2.62E-03,57.8923759,480.102814,257.888245,265.294464,4.50E-05,3.23E-04,1.77E-04,1.89E-04,1482.49219,9820.43066,9711.56836,7004.83057,13722.1592,116674.375,50387.5039,60261.3438,0,0,0,0,65.4107056,540.685791,285.555267,297.217255
2.00E+17,360,183.887833,1522.81787,818.048218,841.584656,637.800293,589.499817,595.221802,607.507263,1.20E-03,9.27E-03,5.09E-03,5.19E-03,57.3868713,475.23407,255.29277,262.637909,7.48E-05,5.29E-04,2.90E-04,3.11E-04,1479.47375,9802.22266,9682.38574,6988.02734,9955.56934,81691.7578,36401.1719,42682.832,0,0,0,0,65.4047012,540.244202,285.311279,296.986725
4.00E+17,360,363.847321,3006.91821,1615.58997,1662.11853,579.22876,530.981201,536.847473,549.019104,2.37E-03,1.83E-02,1.01E-02,1.03E-02,56.7739067,469.192688,252.092987,259.35318,1.22E-04,8.48E-04,4.66E-04,5.01E-04,1473.49451,9765.99121,9624.55176,6954.6792,7893.06836,58433.0898,27119.3398,31148.5,0,0,0,0,65.3928223,539.366089,284.827423,296.528778
6.00E+17,360,541.757446,4471.2583,2402.21753,2471.74438,544.958862,496.760315,502.773438,514.830872,3.52E-03,2.72E-02,1.49E-02,1.52E-02,56.3563995,465.123291,249.891022,257.123566,1.61E-04,1.10E-03,6.07E-04,6.55E-04,1467.35144,9727.78711,9566.87305,6920.67041,5940.30029,929737.125,22650.1211,319442.531,0,0,0,0,65.3763504,538.462219,284.344086,296.060883
8.00E+17,360,718.387573,5919.45068,3181.02759,3272.95532,520.750916,472.624146,478.708862,490.694672,4.67E-03,3.61E-02,1.98E-02,2.02E-02,56.0477829,461.828827,248.180161,255.352249,1.95E-04,1.32E-03,7.29E-04,7.88E-04,1461.52258,9692.04297,9510.42773,6887.99756,5062.78467,687500.312,19164.6895,237242.609,0,0,0,0,65.3648224,537.597595,283.871063,295.611176
1.00E+18,360,893.985535,7356.01514,3953.52661,4067.84253,501.994629,453.938843,460.085663,472.006378,5.81E-03,4.49E-02,2.46E-02,2.51E-02,55.7981873,459.126343,246.759735,253.894775,2.25E-04,1.52E-03,8.37E-04,9.06E-04,1455.76709,9656.54297,9454.66113,6855.65771,4496.31934,550646.125,17157.0312,190766.5,0,0,0,0,65.3534775,536.739746,283.40332,295.165497
2.00E+18,360,1761.57166,14403.3301,7744.83008,7969.91016,443.781677,396.100891,402.499084,414.127197,1.14E-02,8.81E-02,4.82E-02,4.92E-02,54.9743271,449.492554,241.697128,248.721329,3.47E-04,2.26E-03,1.25E-03,1.37E-03,1427.91687,9481.44434,9185.21289,6698.19141,3191.1062,276779.438,12200.0029,97390.1797,0,0,0,0,65.2960281,532.525146,281.139099,292.986755
4.00E+18,360,3466.37695,28010.9395,15061.6221,15512.9795,385.947968,338.968048,345.863312,356.926422,2.25E-02,0.172591582,9.38E-02,9.63E-02,54.0885544,437.076324,235.018127,242.060989,5.16E-04,3.22E-03,1.80E-03,1.98E-03,1144.70325,9150.47559,7357.43408,5884.20459,2146.17603,137033.375,8649.9209,49276.4883,0,0,0,0,65.1720963,524.615051,276.179047,288.655396
6.00E+18,360,5151.5,41170.6094,22157.7285,22826.6113,352.131897,306.000305,313.054962,323.729034,3.33E-02,0.254661798,0.138256118,0.142074272,53.5885582,428.277893,230.496109,237.454178,6.39E-04,3.86E-03,2.17E-03,2.39E-03,1126.10071,8839.25586,7067.55664,5677.63818,1695.26904,91075.5703,7104.9082,33291.9141,0,0,0,0,65.0937195,517.294067,272.526215,284.971344
8.00E+18,360,6824.86133,53904.543,29066.2188,29931.875,328.280731,282.980255,290.123077,300.461334,4.41E-02,0.335465372,0.181763336,0.18710883,53.2467918,420.557129,226.771347,233.525085,7.36E-04,4.32E-03,2.45E-03,2.70E-03,1108.69775,8548.2998,6801.34717,5486.11523,1439.21985,66521.1719,6085.62354,24682.0059,0,0,0,0,65.0310822,510.493286,269.206207,281.576874
1.00E+19,360,8489.02734,66298.2969,35814.9414,36867.4219,309.814484,265.30127,272.558685,282.558136,5.47E-02,0.414010733,0.224221528,0.23098667,52.9843369,413.801422,223.539291,230.108353,8.15E-04,4.67E-03,2.66E-03,2.94E-03,1092.17407,8273.66406,6555.42822,5307.08838,1271.22278,51976.2578,5433.06396,19560.1816,0,0,0,0,64.9771881,504.162109,266.175537,278.438263
2.00E+19,360,16742.1445,124277.805,67733.0156,69584.3203,253.222107,212.417465,219.77269,228.470764,0.107432902,0.793275774,0.426443934,0.442384213,52.2481194,387.840515,211.378113,217.155579,1.07E-03,5.61E-03,3.27E-03,3.63E-03,1022.35095,7120.06738,5570.04297,4570.82031,900.618774,23390.8047,3860.50293,9383.97559,0,0,0,0,64.8655167,478.308411,254.265518,265.813141
4.00E+19,360,33118.6523,225002.359,125163.336,127761.445,197.86615,164.557785,170.951935,177.791946,0.210860014,1.47575676,0.785849214,0.824155331,51.6775894,351.088593,195.302032,199.356079,1.30E-03,6.09E-03,3.66E-03,4.04E-03,908.768982,5365.88672,3997.51855,3424.05786,675.048279,9605.16113,2698.35278,4326.18701,0,0,0,0,65.0892029,441.379791,238.315933,248.261642
6.00E+19,360,49443.8828,315283.531,178314.422,181013.938,165.988098,138.486023,143.024551,149.166214,0.313958555,2.11030245,1.12111461,1.1817919,51.4340744,327.974152,185.491852,188.300034,1.36E-03,6.05E-03,3.65E-03,4.03E-03,837.663086,4214.8042,3358.93896,2803.802,571.936096,4982.41016,2164.55371,2572.96655,0,0,0,0,65.6164627,420.562042,230.582886,238.920456
8.00E+19,360,65790.25,400190.812,228780.609,231587.234,143.027969,119.995461,122.940254,128.654556,0.420568645,2.74430823,1.44799554,1.53762424,51.3288078,312.224335,178.492035,180.681717,1.35E-03,5.76E-03,3.46E-03,3.83E-03,795.865662,3645.83789,3007.74487,2483.14941,550.815979,6023.63867,1819.05347,2797.83594,0,0,0,0,66.3739014,408.97821,226.064865,233.805664
1.00E+20,360,81702.1328,477748.406,275605.438,278352,125.873764,107.179092,108.031235,113.694702,0.525539815,3.32362628,1.74998021,1.86638212,50.9944611,298.187103,172.019394,173.733658,1.29E-03,5.49E-03,3.22E-03,3.60E-03,746.391785,3069.49854,2632.02246,2149.30444,454.20343,3147.76245,1573.42908,1725.13171,0,0,0,0,66.8859634,399.350616,221.994827,229.410461
1.00E+16,380,8.91655827,71.9766922,38.7880325,39.8937607,899.564514,853.514893,858.794983,870.624756,6.53E-05,4.66E-04,2.53E-04,2.61E-04,55.6407356,449.223724,242.086777,248.983749,7.22E-06,5.24E-05,2.86E-05,3.02E-05,1330.59045,8704.17773,8491.51562,6175.42822,44584.6172,368043.125,157989.688,190205.812,0,0,0,0,61.8515205,497.988556,263.546936,274.462341
2.00E+16,380,17.7706413,143.411819,77.2804794,79.487648,840.605774,794.199707,799.519897,811.441711,1.23E-04,9.22E-04,5.02E-04,5.16E-04,55.4547997,447.548218,241.171143,248.05806,1.26E-05,9.05E-05,4.94E-05,5.23E-05,1330.35303,8702.6875,8489.21484,6174.08545,33716.2773,248139.078,114077.992,131977.781,0,0,0,0,61.8511009,497.952881,263.527588,274.443848
4.00E+16,380,35.382,285.387634,153.781433,158.183685,781.474243,734.979248,740.361084,752.271484,2.41E-04,1.83E-03,9.98E-04,1.02E-03,55.208519,445.311157,239.956482,246.825394,2.16E-05,1.54E-04,8.43E-05,8.95E-05,1329.87817,8699.70605,8484.61523,6171.3999,22039.9102,172933.734,78095.7344,91023.125,0,0,0,0,61.8502426,497.8815,263.488922,274.406891
6.00E+16,380,52.8885956,426.41629,229.796402,236.367081,746.788086,700.271118,705.752258,717.603821,3.58E-04,2.73E-03,1.49E-03,1.53E-03,55.0171089,443.579651,239.045807,245.880859,2.95E-05,2.09E-04,1.14E-04,1.22E-04,1329.09546,8693.91113,8479.31738,6167.44141,18161.7402,142895.906,64841.543,75299.7266,0,0,0,0,61.8431931,497.768066,263.443451,274.351562
8.00E+16,380,70.3350067,566.867615,305.490784,314.23114,722.293274,675.774719,681.289673,693.119202,4.76E-04,3.63E-03,1.98E-03,2.03E-03,54.8743896,442.263367,238.340302,245.159348,3.67E-05,2.59E-04,1.42E-04,1.51E-04,1328.62146,8690.93164,8474.72656,6164.75977,15837.2158,135800.109,57019.7695,69552.3672,0,0,0,0,61.8423271,497.696686,263.404816,274.314606
1.00E+17,380,87.7251663,706.838745,380.909088,391.824341,703.31189,656.792786,662.338013,674.147583,5.93E-04,4.53E-03,2.46E-03,2.53E-03,54.753624,441.173859,237.744659,244.557373,4.34E-05,3.05E-04,1.67E-04,1.78E-04,1328.14795,8687.95312,8470.13965,6162.08057,14178.5254,117887.641,51084.8633,61050.3438,0,0,0,0,61.841465,497.625366,263.366211,274.277679
2.00E+17,380,174.053696,1400.47351,754.846191,776.457825,644.464905,597.973938,603.613403,615.350769,1.18E-03,8.98E-03,4.88E-03,5.01E-03,54.3178558,437.053375,235.568954,242.3134,7.23E-05,5.01E-04,2.75E-04,2.94E-04,1325.7887,8673.08984,8447.28418,6148.72119,10263.9912,81940.7578,36782.9805,42995.9102,0,0,0,0,61.837162,497.26944,263.173706,274.093445
4.00E+17,380,344.652802,2768.14355,1492.3407,1535.04578,585.723083,539.284668,545.074158,556.694031,2.32E-03,1.77E-02,9.64E-03,9.90E-03,53.7788315,431.934814,232.861435,239.525024,1.18E-04,8.05E-04,4.43E-04,4.76E-04,1320.94324,8642.0166,8401.45996,6121.47314,8394.88086,59061.0039,27810.4473,31755.4434,0,0,0,0,61.8242683,496.53009,262.788879,273.714417
6.00E+17,380,513.565369,4119.1875,2220.80737,2284.52026,551.491333,505.114777,510.982574,522.529541,3.46E-03,2.64E-02,1.43E-02,1.47E-02,53.4237137,428.499115,231.019821,237.647537,1.56E-04,1.05E-03,5.80E-04,6.24E-04,1316.31885,8612.61328,8356.625,6095.18555,6199.8042,987196.75,27690.9941,340362.531,0,0,0,0,61.8158722,495.827026,262.410675,273.351196
8.00E+17,380,681.295532,5457.11572,2942.58081,3026.99731,527.237732,480.929169,486.855804,498.340912,4.59E-03,3.50E-02,1.90E-02,1.95E-02,53.1539001,425.757935,229.576797,236.162888,1.89E-04,1.26E-03,6.97E-04,7.52E-04,1311.74756,8583.39551,8312.28125,6069.14111,5265.36084,629697.688,19418.6602,218127.25,0,0,0,0,61.8076096,495.129059,262.036346,272.990997
1.00E+18,380,848.104797,6784.51221,3658.92969,3763.84888,508.444763,462.20639,468.180939,479.610687,5.71E-03,4.36E-02,2.36E-02,2.43E-02,52.9345322,423.455933,228.372421,234.920959,2.19E-04,1.45E-03,8.02E-04,8.66E-04,1307.22839,8554.36133,8268.42188,6043.3374,4675.32861,504425.906,17363.0215,175488.078,0,0,0,0,61.7994766,494.436157,261.665802,272.63382
2.00E+18,380,1671.83118,13299.5537,7168.46777,7379.95068,450.215302,404.234039,410.677917,421.709076,1.12E-02,8.56E-02,4.63E-02,4.77E-02,52.173748,415.046448,223.710281,230.310165,3.39E-04,2.17E-03,1.21E-03,1.31E-03,1065.401,8410.28711,6793.63525,5423.10791,3370.05957,253773.391,12468.3789,89870.6172,0,0,0,0,61.7280388,491.053406,259.103088,270.628174
4.00E+18,380,3294.3479,25914.6836,13993.0889,14400.707,392.032776,346.820587,353.465515,364.106293,2.21E-02,0.167450815,9.04E-02,9.33E-02,51.4042587,404.366852,218.344986,224.705368,5.06E-04,3.12E-03,1.75E-03,1.91E-03,1048.97424,8136.90039,6538.27197,5241.38232,2260.28833,126524.531,8756.52441,45847.1133,0,0,0,0,61.6617851,484.617035,255.869171,267.38266
6.00E+18,380,4898.55908,38161.0195,20620.4922,21226.6895,358.151611,313.719391,320.453674,330.774872,3.28E-02,0.247811794,0.133510053,0.138044924,50.9573364,396.970581,214.504974,220.810959,6.28E-04,3.76E-03,2.12E-03,2.32E-03,1033.5824,7880.82666,6302.91504,5072.44141,1777.77979,84678.0938,7179.33447,31211.7363,0,0,0,0,61.6091385,478.629669,252.915283,264.384705
8.00E+18,380,6491.18066,50028.3984,27084.0586,27867.8809,334.163849,290.491486,297.305023,307.320099,4.34E-02,0.326126218,0.175549969,0.181697726,50.6434517,390.315887,211.306747,217.422043,7.25E-04,4.22E-03,2.39E-03,2.63E-03,1018.92499,7638.52148,6084.64404,4914.02979,1488.20874,61903.1992,6084.8833,23158.7637,0,0,0,0,61.5655174,473.042297,250.214813,261.607544
1.00E+19,380,8076.41309,61613.2266,33413.2812,34367.6406,315.647705,272.730347,279.574188,289.317413,5.40E-02,0.40370959,0.21692881,0.224877596,50.4090042,384.559509,208.549301,214.505936,8.05E-04,4.58E-03,2.61E-03,2.88E-03,1005.12726,7410.59521,5882.49951,4766.07422,1304.62146,48495.9883,5416.05908,18405.5566,0,0,0,0,61.5310974,467.819977,247.72403,259.025024
2.00E+19,380,15935.2246,116053.312,63464.6094,65151.0469,258.603882,219.188187,226.027512,234.606522,0.106048331,0.775165379,0.414096057,0.431769937,49.7299232,362.173889,198.057465,203.320435,1.07E-03,5.58E-03,3.24E-03,3.59E-03,945.652039,6438.40039,5058.82275,4147.625,915.029236,22213.7969,3861.56763,8996.79785,0,0,0,0,61.4667358,446.169617,237.772568,248.46965
4.00E+19,380,31513.9941,211416.969,117800.789,120243.914,202.701843,170.493332,176.19313,183.12944,0.208673015,1.45047963,0.767098308,0.808750331,49.1737213,329.890228,183.813675,187.62587,1.29E-03,6.15E-03,3.66E-03,4.03E-03,845.506714,4918.4375,3681.70459,3148.54956,681.198547,9334.40723,2671.90527,4229.17041,0,0,0,0,61.6721344,414.118011,223.818024,233.202713
6.00E+19,380,46988.5781,297088.656,168091.594,170722.953,170.496826,143.896667,147.662476,154.018661,0.310494155,2.0764029,1.09705007,1.1613158,48.87994,309.046936,174.857544,177.594803,1.37E-03,6.15E-03,3.67E-03,4.05E-03,780.772034,3892.72925,3111.30029,2594.93384,565.349731,4238.74365,2139.59131,2314.56152,0,0,0,0,62.0830803,395.536438,216.797104,224.805542
8.00E+19,380,62439.8633,377907.719,215778.734,218708.766,147.375397,124.965767,127.188019,133.176392,0.416125923,2.7052145,1.42079031,1.51404369,48.7148743,294.839294,168.348114,170.634094,1.36E-03,5.90E-03,3.49E-03,3.88E-03,742.328491,3387.58667,2795.14868,2308.35449,709.586853,14038.1035,1826.10425,5524.59814,0,0,0,0,62.6855774,385.076355,212.50322,220.088379
1.00E+20,380,77432.3516,451610.312,259869.266,262970.656,130.107468,111.84745,112.07016,118.008362,0.519092798,3.27701068,1.71912253,1.83840859,48.3294754,281.872986,162.197632,164.133362,1.31E-03,5.65E-03,3.26E-03,3.66E-03,695.729919,2858.46265,2445.7749,1999.98926,453.694061,3128.42285,1558.95264,1713.68982,0,0,0,0,63.0448837,376.094025,208.481674,215.873535
1.00E+16,400,8.44363976,66.3869553,35.7613297,36.8639755,904.413025,861.463501,867.19397,877.690125,7.82E-05,4.61E-04,2.46E-04,2.62E-04,52.6517944,414.278198,223.168549,230.032837,6.91E-06,4.93E-05,2.69E-05,2.84E-05,994.118591,7747.57812,6279.63184,5007.10938,45828.3008,368949.219,159704.625,191494.047,0,0,0,0,58.6211853,460.766602,243.594849,254.32756
2.00E+16,400,16.8245335,132.305435,71.2790451,73.4696732,846.655945,802.2453,807.955933,818.952393,1.28E-04,8.98E-04,4.82E-04,5.03E-04,52.4929352,412.873688,222.435394,229.267334,1.21E-05,8.52E-05,4.65E-05,4.93E-05,994.044922,7746.34961,6278.46729,5006.28711,34439.5898,250874.953,115691.836,133668.797,0,0,0,0,58.6209106,460.737549,243.579926,254.31279
4.00E+16,400,33.5008621,263.335144,141.905457,146.247147,787.69751,742.916809,748.688477,759.767578,2.39E-04,1.77E-03,9.53E-04,9.88E-04,52.2709389,410.89743,221.423813,228.197388,2.08E-05,1.45E-04,7.95E-05,8.44E-05,993.677063,7742.06689,6275.38525,5003.70947,22821.2578,174813.703,79701.3047,92445.4297,0,0,0,0,58.6144218,460.640442,243.542007,254.265625
6.00E+16,400,50.1032333,393.682709,212.177399,218.654465,753.160278,708.321045,714.106812,725.196045,3.54E-04,2.65E-03,1.42E-03,1.48E-03,52.1186142,409.526917,220.716873,227.454147,2.84E-05,1.98E-04,1.08E-04,1.15E-04,993.529541,7739.60986,6273.05713,5002.06592,18737.7148,143573.641,66027.3047,76112.8828,0,0,0,0,58.6138535,460.582245,243.512115,254.236084
8.00E+16,400,66.6463852,523.50708,282.171631,290.775024,728.659607,683.804016,689.602722,700.688782,4.68E-04,3.52E-03,1.89E-03,1.96E-03,51.9959908,408.433105,220.14653,226.858536,3.54E-05,2.45E-04,1.34E-04,1.43E-04,993.381958,7737.15381,6270.73047,5000.42236,16383.334,142640.453,58425.0273,72482.9375,0,0,0,0,58.6132889,460.524078,243.482254,254.206543
1.00E+17,400,83.1405563,652.826904,351.933411,362.633636,709.666199,664.810974,670.616577,681.697937,5.83E-04,4.39E-03,2.36E-03,2.44E-03,51.8917694,407.461761,219.65921,226.33757,4.19E-05,2.89E-04,1.58E-04,1.69E-04,993.234497,7734.69873,6268.40527,4998.77979,14663.0332,117967.438,51864.2422,61498.2383,0,0,0,0,58.6127205,460.465942,243.452408,254.177017
2.00E+17,400,165.073975,1294.62097,698.196045,719.297058,650.754761,605.925537,611.764648,622.815002,1.15E-03,8.72E-03,4.68E-03,4.85E-03,51.5154114,404.019226,217.88974,224.474792,6.99E-05,4.75E-04,2.61E-04,2.79E-04,992.49823,7722.4458,6256.80664,4990.5835,10634.1162,83070.1094,37515.4805,43739.9023,0,0,0,0,58.6098862,460.175751,243.303543,254.029724
4.00E+17,400,327.095245,2560.63501,1382.04529,1423.25842,591.926514,547.163025,553.091553,564.060364,2.28E-03,1.72E-02,9.25E-03,9.58E-03,51.0391655,399.555603,215.651169,222.08197,1.15E-04,7.67E-04,4.23E-04,4.53E-04,990.841919,7696.14014,6233.14697,4973.37646,8884.5459,59209.9727,28455.2324,32183.25,0,0,0,0,58.5992317,459.608398,243.00708,253.738235
6.00E+17,400,487.710114,3812.16211,2058.37231,2119.41479,557.626587,512.941467,518.90094,529.822998,3.40E-03,2.57E-02,1.38E-02,1.43E-02,50.7341042,396.560699,214.122467,220.472412,1.52E-04,1.00E-03,5.54E-04,5.95E-04,989.382935,7671.87939,6210.2627,4957.17529,6374.39893,761684.562,22520.6387,263526.531,0,0,0,0,58.5936966,459.03479,242.713989,253.447495
8.00E+17,400,647.241211,5054.00586,2729.20728,2810.15137,533.329468,488.710876,494.696564,505.578979,4.51E-03,3.40E-02,1.83E-02,1.89E-02,50.4970131,394.30777,212.929642,219.244812,1.84E-04,1.21E-03,6.68E-04,7.18E-04,987.931824,7647.76074,6187.55566,4941.08252,5429.5874,578898.688,19664.1348,201330.797,0,0,0,0,58.5882492,458.465027,242.423508,253.158936
1.00E+18,400,805.703979,6283.37109,3394.86768,3494.64771,514.433289,469.862366,475.931213,486.742279,5.60E-03,4.22E-02,2.27E-02,2.35E-02,50.2880783,392.177155,211.890961,218.118729,2.13E-04,1.39E-03,7.69E-04,8.28E-04,986.319702,7622.11963,6164.49316,4924.31104,4845.10449,463611.469,17625.2773,162027.281,0,0,0,0,58.5787964,457.885345,242.139374,252.867844
2.00E+18,400,1591.05286,12338.043,6673.81934,6867.63818,456.022034,411.833038,417.975189,428.610107,1.10E-02,8.32E-02,4.46E-02,4.63E-02,49.6528549,385.040039,208.273529,214.322144,3.31E-04,2.09E-03,1.17E-03,1.26E-03,979.218628,7504.29346,6054.39893,4845.97021,5248.91943,235489.969,15293.54,85344.1484,0,0,0,0,58.5532722,455.112,240.737686,251.467651
4.00E+18,400,3137.70044,24085.1152,13051.6943,13424.8369,397.730835,354.254669,360.527313,370.837616,2.18E-02,0.163023919,8.74E-02,9.07E-02,48.9599648,375.818695,203.655685,209.478104,4.96E-04,3.02E-03,1.70E-03,1.85E-03,965.455994,7277.45947,5845.83594,4696.25049,2421.65747,117331.492,8944.21875,42899.1211,0,0,0,0,58.5079231,449.834778,238.11879,248.820496
6.00E+18,400,4667.10596,35505.3789,19258.2168,19810.2344,363.720947,320.961121,327.329498,337.337189,3.23E-02,0.241059005,0.129099235,0.134160206,48.5496407,369.345245,200.333893,206.076248,6.17E-04,3.66E-03,2.06E-03,2.25E-03,952.443298,7063.44287,5652.354,4556.08008,2005.73242,79298.9453,7563.83105,29622.8359,0,0,0,0,58.4696426,444.88681,235.707321,246.354599
8.00E+18,400,6186.31445,46616.2188,25325.9727,26042.834,339.67807,297.640076,304.029297,313.782471,4.28E-02,0.318090439,0.170056134,0.176993772,48.2649231,363.694427,197.590347,203.183228,7.14E-04,4.13E-03,2.34E-03,2.56E-03,940.137695,6861.51367,5472.42188,4424.69092,1540.85205,57813.2422,6085.89551,21813.3301,0,0,0,0,58.4398804,440.252289,233.475616,244.055923
1.00E+19,400,7698.28906,57472.375,31275.3125,32148.6582,321.081879,279.75354,286.142639,295.659363,5.33E-02,0.394041806,0.210318461,0.219216764,48.0489388,358.714355,195.205139,200.656143,7.94E-04,4.50E-03,2.56E-03,2.81E-03,928.430237,6670.15039,5304.57129,4301.05078,1337.20349,45405.0938,5401.68604,17381.3281,0,0,0,0,58.41679,435.899567,231.408722,241.908371
2.00E+19,400,15193.0605,108715.656,59621.2891,61176.668,263.673492,225.669098,231.918198,240.420273,0.104745157,0.758807838,0.40257898,0.422044009,47.4138107,339.274872,186.0634,190.917358,1.06E-03,5.54E-03,3.21E-03,3.54E-03,877.340576,5845.59863,4611.11182,3778.01685,928.016907,21133.2852,3793.32593,8618.20996,0,0,0,0,58.3825951,417.638306,223.014023,233.011642
4.00E+19,400,30030.7227,199121.219,111087.445,113413.125,207.27565,176.176804,181.191818,188.214767,0.206204817,1.42414808,0.748830616,0.793061197,46.8592567,310.704224,173.338318,176.96727,1.29E-03,6.18E-03,3.65E-03,4.02E-03,788.474365,4521.24316,3399.38184,2903.0332,687.441895,9075.19922,2646.12061,4136.25391,0,0,0,0,58.5568504,389.656311,210.723984,219.645706
6.00E+19,400,44727.2383,280606.969,158750.891,161361.703,174.837814,149.084671,152.136673,158.686386,0.307218909,2.04316139,1.07461441,1.14166498,46.5275764,291.901825,165.140854,167.85675,1.37E-03,6.24E-03,3.67E-03,4.06E-03,729.415283,3605.40039,2888.72437,2407.84668,566.434753,4262.93359,2119.06909,2316.14575,0,0,0,0,58.8698769,372.987915,204.30983,212.055862
8.00E+19,400,59346.0547,357104.344,203868.859,206773.078,151.564896,129.899307,131.332642,137.598953,0.411146879,2.66164279,1.3943882,1.48905933,46.3011169,278.608734,159.056168,161.322006,1.36E-03,6.03E-03,3.52E-03,3.91E-03,693.89563,3154.60742,2602.99341,2150.49878,500.316833,3331.5459,1776.15698,1869.33984,0,0,0,0,59.3380051,363.483154,200.224731,207.681961
1.00E+20,400,73513.8125,427702.938,245479.219,248898.672,134.198639,116.387108,116.016586,122.200783,0.512511909,3.22838664,1.68873012,1.80987632,45.8837128,266.951172,153.21608,155.350327,1.32E-03,5.79E-03,3.30E-03,3.72E-03,650.022888,2668.10132,2277.97144,1865.36523,453.02002,3118.58594,1543.63098,1705.07898,0,0,0,0,59.5723228,355.087921,196.279556,203.646606
1.00E+16,420,8.03715992,61.5436211,33.2479401,34.2762413,904.575684,868.550537,874.120972,882.41571,1.24E-04,4.81E-04,2.51E-04,2.85E-04,49.9862976,383.858582,207.390045,213.74498,6.58E-06,4.64E-05,2.54E-05,2.67E-05,916.203674,6935.8252,5611.88721,4487.97217,47009.5195,376636.281,162078.703,195241.5,0,0,0,0,55.7300377,428.33548,226.918015,236.994507
2.00E+16,420,15.9832306,122.611168,66.25811,68.2841721,851.003723,809.622498,815.141479,825.255859,1.48E-04,8.86E-04,4.70E-04,5.01E-04,49.835701,382.573151,206.743652,213.050827,1.16E-05,8.04E-05,4.40E-05,4.65E-05,915.910217,6932.46191,5610.25928,4486.21045,34855.6562,251987.156,116566.367,134469.734,0,0,0,0,55.7236977,428.323425,226.905975,236.984375
4.00E+16,420,31.8277645,244.16214,131.970047,135.986649,793.169006,750.470337,755.971924,766.537109,2.47E-04,1.73E-03,9.22E-04,9.66E-04,49.6523209,380.968536,205.915176,212.178665,2.00E-05,1.38E-04,7.54E-05,7.99E-05,915.786194,6930.41797,5608.35547,4484.85303,23120.3516,175951.297,80277.6094,93116.4141,0,0,0,0,55.7232895,428.275513,226.881699,236.960159
6.00E+16,420,47.6082039,365.107239,197.372421,203.362625,758.804932,715.871582,721.376709,732.017761,3.55E-04,2.58E-03,1.37E-03,1.44E-03,49.5196228,379.796021,205.313461,211.54303,2.74E-05,1.87E-04,1.03E-04,1.09E-04,915.66217,6928.37451,5606.45264,4483.49658,19010.457,144191.844,66589.3047,76597.1953,0,0,0,0,55.7228813,428.2276,226.857422,236.935959
8.00E+16,420,63.3377151,485.614105,262.540466,270.497437,734.353394,691.342163,696.854431,707.516663,4.66E-04,3.42E-03,1.83E-03,1.91E-03,49.4126205,378.866516,204.829117,211.036087,3.42E-05,2.32E-04,1.27E-04,1.35E-04,915.538147,6926.33203,5604.55078,4482.14014,16660.8535,148585.516,59228.6445,74825.0078,0,0,0,0,55.7224693,428.179718,226.83316,236.911789
1.00E+17,420,79.0247116,605.712708,327.510834,337.416107,715.375,672.334412,677.85083,688.520081,5.78E-04,4.27E-03,2.28E-03,2.37E-03,49.3215904,378.053528,204.414917,210.59668,4.04E-05,2.74E-04,1.50E-04,1.60E-04,915.414185,6924.29004,5602.65039,4480.78467,14917.6387,120286.5,52432.9727,62545.7031,0,0,0,0,55.7220535,428.131836,226.808914,236.887589
2.00E+17,420,156.952713,1201.51086,650.085205,669.516296,656.344727,613.276001,618.890747,629.503845,1.13E-03,8.44E-03,4.51E-03,4.69E-03,48.9806557,374.961395,202.87532,208.939133,6.76E-05,4.52E-04,2.49E-04,2.65E-04,914.588562,6912.03906,5592.56641,4473.06445,10923.6875,83014.0469,38020.1992,43985.9805,0,0,0,0,55.7150383,427.875366,226.693787,236.761398
4.00E+17,420,311.299774,2379.16528,1288.02625,1326.1637,597.531006,554.529663,560.164917,570.741882,2.24E-03,1.67E-02,8.92E-03,9.29E-03,48.574398,371.23941,200.980621,206.931473,1.11E-04,7.32E-04,4.04E-04,4.32E-04,913.354675,6891.73145,5573.70312,4459.59619,9579.33594,59599.6328,29266.8242,32815.2656,0,0,0,0,55.7109489,427.399445,226.453293,236.521225
6.00E+17,420,464.308258,3543.52222,1919.35254,1975.72766,563.195618,520.268433,525.917114,536.460388,3.34E-03,2.49E-02,1.33E-02,1.39E-02,48.2996902,368.615356,199.660904,205.525314,1.47E-04,9.59E-04,5.31E-04,5.69E-04,912.126953,6871.53516,5554.97461,4446.2124,6599.55322,700617.312,22811.0332,243342.641,0,0,0,0,55.7069244,426.926483,226.214737,236.282715
