Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave,ADP,ADP,ADP,ADP,IMP,IMP,IMP,IMP,PIE,PIE,PIE,PIE,POP,POP,POP,POP
4.00E+17,320,3305.98804,4583.76611,1887.52759,3259.09375,-550.495178,-441.325897,-459.789581,-483.870209,2.08E-02,2.51E-02,1.22E-02,1.94E-02,515.858887,715.240479,294.525513,508.541626,1.00E-03,8.93E-04,3.99E-04,7.63E-04,8814.80273,24640.2461,8083.90186,13846.3164,105609.734,48136.7656,18140.0449,57295.5156,0,0,0,0,597.635803,784.847656,336.006042,572.829834
6.00E+17,320,4948.91455,6799.86963,2796.16943,4848.31787,-515.891907,-407.404755,-426.15036,-449.815674,3.12E-02,3.74E-02,1.80E-02,2.89E-02,514.811584,707.357422,290.871948,504.346954,1.32E-03,1.13E-03,5.08E-04,9.81E-04,8764.37402,24353.2461,7986.94336,13701.5205,80350.9922,38095.7852,14865.3623,44437.3789,0,0,0,0,600.042786,781.517578,334.480316,572.01355
8.00E+17,320,6587.73975,8976.07715,3689.95044,6417.92236,-491.327515,-383.50058,-402.582428,-425.803497,4.15E-02,4.95E-02,2.38E-02,3.83E-02,513.968018,700.303406,287.885742,500.719086,1.59E-03,1.32E-03,5.98E-04,1.16E-03,8718.65723,24071.5254,7893.42627,13561.2031,65093.9805,32490.2461,12874.7402,36819.6562,0,0,0,0,601.662842,778.045715,332.896698,570.868408
1.00E+18,320,8224.56055,11116.8535,4570.6377,7970.68359,-472.288788,-365.105591,-384.447906,-407.280762,5.18E-02,6.15E-02,2.95E-02,4.76E-02,513.33667,693.859375,285.276733,497.490936,1.83E-03,1.48E-03,6.76E-04,1.32E-03,8674.5166,23795.541,7802.25391,13424.1045,55253.7422,28709.5059,11514.9873,31826.0781,0,0,0,0,603.266418,774.614502,331.363342,569.748047
2.00E+18,320,16404.4473,21373.0625,8816.92676,15531.4775,-413.232147,-309.157532,-329.107941,-350.499176,0.103039868,0.119836524,5.70E-02,9.33E-02,511.942535,667.000793,275.154633,484.699341,2.80E-03,2.04E-03,9.55E-04,1.91E-03,8472.24902,22496.4004,7377.80518,12782.1514,33728.9922,19529.0977,8174.00146,20477.3633,0,0,0,0,611.589172,758.237915,324.434662,564.753967
4.00E+18,320,32845.5156,40131.1133,16739.3242,29905.3184,-354.105774,-255.745438,-275.960663,-295.27063,0.205360815,0.22890152,0.108478561,0.180913627,512.513977,626.196777,261.196625,466.635773,4.12E-03,2.62E-03,1.27E-03,2.61E-03,8149.60547,20247.6758,6662.92676,11686.7354,20766.8691,13518.7031,5820.39746,13368.6562,0,0,0,0,626.199219,728.045959,313.027222,555.757446
6.00E+18,320,49490.457,57138,24118.5977,43582.3477,-319.565094,-226.287735,-246.376312,-264.076385,0.308992505,0.330016643,0.157047883,0.265352339,514.825256,594.378906,250.894089,453.366058,5.05E-03,2.93E-03,1.46E-03,3.04E-03,7898.5415,18376.252,6083.29102,10786.0283,16003.8496,10577.0029,4771.38428,10450.7451,0,0,0,0,639.590088,701.309753,303.981049,548.29364
8.00E+18,320,66345.8594,72815.5078,31091.0371,56750.8008,-295.094299,-206.43364,-226.281967,-242.603317,0.414439529,0.424942404,0.20384109,0.347741008,517.622864,568.098328,242.568741,442.763306,5.78E-03,3.10E-03,1.59E-03,3.34E-03,7693.6792,16800.5859,5603.55908,10032.6084,13388.3467,8977.17773,4151.86426,8839.12891,0,0,0,0,651.445068,677.652344,296.495239,541.864197
1.00E+19,320,83373.9688,87434.1016,37727.7617,69511.9453,-276.060333,-191.656891,-211.122223,-226.279831,0.51986903,0.513809562,0.2481547,0.427277714,520.379395,545.720703,235.478149,433.859406,6.35E-03,3.21E-03,1.68E-03,3.56E-03,7333.01416,15453.3965,5198.98828,9328.46582,11772.4707,7948.68896,3739.31372,7820.1582,0,0,0,0,662.339966,656.720581,290.160522,536.407043
2.00E+19,320,170415.188,150186.906,67532.7891,129378.289,-217.927078,-149.594299,-167.672073,-178.397812,1.07219958,0.904684544,0.456511706,0.811131954,531.823975,468.696442,210.753265,403.757904,8.09E-03,3.36E-03,1.90E-03,4.12E-03,6789.23242,10986.6846,3856.93311,7210.95068,8217.51172,5680.61768,2677.87769,5525.33545,0,0,0,0,704.376221,581.523804,268.519104,518.139709
4.00E+19,320,347073.156,249002.656,117702.672,237926.172,-163.140747,-111.986023,-129.993423,-135.040054,2.23287892,1.5460701,0.830136299,1.53636169,541.565063,388.538086,183.660568,371.254547,9.24E-03,3.12E-03,1.99E-03,4.34E-03,5844.85889,6921.12158,2490.19165,5085.39062,6105.48633,3604.18506,1909.09937,3872.92383,0,0,0,0,755.934326,504.1521,248.030502,502.705658
6.00E+19,320,521481.562,328555.062,161623.562,337220.062,-134.119751,-92.0077515,-111.717682,-112.615059,3.43152356,2.10727286,1.17912459,2.23930717,542.471985,341.779907,168.12915,350.793701,9.38E-03,2.78E-03,2.02E-03,4.28E-03,5123.60156,4662.24707,1888.56628,3891.47168,5246.34326,2851.0686,1563.04907,3220.15356,0,0,0,0,788.990845,461.318939,239.602493,496.637451
8.00E+19,320,689821.188,395000.031,202176.984,428999.406,-115.649109,-79.6837082,-101.356476,-98.896431,4.6358242,2.60272932,1.49183846,2.91013074,538.190674,308.174561,157.736191,334.70047,9.23E-03,2.51E-03,2.08E-03,4.20E-03,4532.64404,3547.23535,1446.48608,3175.45508,4793.91748,5126.45752,1391.17322,3770.51587,0,0,0,0,812.05365,430.357971,236.784805,493.06546
1.00E+20,320,849264.938,452803.406,241658.953,514575.781,-103.019821,-71.2118301,-93.9329224,-89.3881912,5.79243851,3.04264569,1.78883731,3.54130721,530.069458,282.617645,150.83165,321.172943,9.01E-03,2.30E-03,2.13E-03,4.11E-03,4017.01367,2957.41992,1214.69849,2729.71069,4505.02441,2138.75684,1259.69373,2634.4917,0,0,0,0,826.836182,406.264313,237.051468,490.050659
1.00E+16,340,80.4781342,105.790649,44.4916496,76.9201431,-874.108032,-767.943787,-785.482117,-809.177979,5.37E-04,6.08E-04,3.08E-04,4.84E-04,502.304626,660.292603,277.694702,480.09729,6.15E-05,6.24E-05,2.75E-05,5.04E-05,8000.49805,21452.2676,7071.37354,12174.7139,1239573.88,323456.625,114688.914,559239.812,0,0,0,0,576.459778,708.886902,307.393494,530.913391
2.00E+16,340,160.797913,211.129379,88.6770401,153.534775,-814.465027,-708.368835,-726.129028,-749.654297,1.07E-03,1.21E-03,6.14E-04,9.67E-04,501.81073,658.882751,276.739197,479.144196,1.07E-04,1.06E-04,4.68E-05,8.63E-05,7998.55908,21440.6328,7067.49707,12168.8955,822307.875,222610.125,80797.8828,375238.625,0,0,0,0,576.527832,708.742554,307.327393,530.865906
4.00E+16,340,321.160492,420.941986,176.504684,306.202393,-754.856323,-648.869507,-666.924805,-690.216858,2.14E-03,2.42E-03,1.22E-03,1.93E-03,501.1315,656.828247,275.413879,477.791168,1.83E-04,1.77E-04,7.85E-05,1.46E-04,7994.68848,21417.3887,7059.75684,12157.2783,536299.875,154778.016,57049.1719,249375.688,0,0,0,0,576.663757,708.453979,307.195343,530.770996
6.00E+16,340,481.376373,629.948059,263.710449,458.344971,-720.053162,-614.17981,-632.216797,-655.483215,3.21E-03,3.63E-03,1.82E-03,2.89E-03,500.752502,655.304382,274.325165,476.794037,2.50E-04,2.38E-04,1.05E-04,1.97E-04,7986.97852,21394.9043,7050.72754,12144.2031,423739.438,125749.547,46796.0195,198761.672,0,0,0,0,577.737671,708.39502,307.207367,531.113342
8.00E+16,340,641.302673,838.131348,350.547974,609.994019,-695.340515,-589.554199,-607.761658,-630.885498,4.27E-03,4.84E-03,2.42E-03,3.84E-03,500.337067,653.900513,273.49353,475.91037,3.10E-04,2.91E-04,1.29E-04,2.43E-04,7983.12988,21371.748,7043.02246,12132.6338,351308.25,108206.039,40530.8516,166681.703,0,0,0,0,577.873779,708.107178,307.076202,531.019043
1.00E+17,340,801.054016,1045.64172,437.02243,761.239441,-676.179504,-570.475586,-588.827026,-611.827332,5.34E-03,6.04E-03,3.02E-03,4.80E-03,499.978607,652.638245,272.767944,475.128265,3.66E-04,3.40E-04,1.52E-04,2.85E-04,7979.29297,21348.6367,7035.33496,12121.0889,303051.719,96281.8438,36258.0859,145197.219,0,0,0,0,578.009766,707.819641,306.945404,530.924927
2.00E+17,340,1597.8186,2074.68018,865.093567,1512.53076,-616.710205,-511.381348,-530.246948,-552.77948,1.06E-02,1.20E-02,5.97E-03,9.54E-03,498.639984,647.456848,269.974487,472.023773,6.08E-04,5.43E-04,2.43E-04,4.62E-04,7960.29102,21233.7402,6997.17041,12063.7344,189027.812,66850.9062,25656.9375,93845.2188,0,0,0,0,578.687561,706.386597,306.297272,530.457153
4.00E+17,340,3184.87451,4099.18994,1705.22473,2996.42969,-557.323059,-452.744781,-472.045746,-494.037872,2.12E-02,2.38E-02,1.18E-02,1.89E-02,496.960571,639.628235,266.079407,467.556061,9.89E-04,8.40E-04,3.80E-04,7.31E-04,7920.16797,21007.3496,6921.17676,11949.5654,117517.594,48799.2461,18267.0664,61527.9688,0,0,0,0,580.687012,703.764954,305.119354,529.857117
6.00E+17,340,4766.23291,6086.00684,2530.00781,4460.74951,-522.648621,-418.691071,-438.376221,-459.905304,3.17E-02,3.55E-02,1.75E-02,2.82E-02,495.808105,633.097778,263.184448,464.030121,1.30E-03,1.07E-03,4.86E-04,9.44E-04,7884.17383,20785.1348,6847.90332,11839.0703,87619.5938,37443.3242,14899.6533,46654.1914,0,0,0,0,582.023132,700.956482,303.888641,528.956116
8.00E+17,340,6343.90967,8040.60156,3342.37207,5908.96094,-498.07489,-394.712036,-414.674683,-435.820557,4.21E-02,4.70E-02,2.31E-02,3.74E-02,494.944611,627.318604,260.768066,461.010406,1.57E-03,1.25E-03,5.75E-04,1.12E-03,7849.26074,20567.0957,6776.29688,11730.8838,70984.1016,31907.9336,12895.7148,38595.918,0,0,0,0,583.346252,698.179932,302.692719,528.072937
1.00E+18,340,7916.35791,9966.11035,4142.41357,7341.62744,-478.860992,-376.233704,-396.200867,-417.098541,5.24E-02,5.83E-02,2.85E-02,4.64E-02,494.10022,622.035706,258.549133,458.228363,1.82E-03,1.41E-03,6.50E-04,1.28E-03,7812.5835,20352.8379,6705.25977,11623.5596,60480.832,28263.7129,11560.2734,33434.9414,0,0,0,0,584.854492,695.510498,301.558716,527.307922
2.00E+18,340,15773.6289,19224.0566,8021.33301,14339.6729,-419.799347,-319.888763,-340.449615,-360.045898,0.1043033,0.113661461,5.53E-02,9.11E-02,492.256226,599.935608,250.326126,447.506012,2.78E-03,1.97E-03,9.30E-04,1.86E-03,7656.84717,19340.4824,6377.53711,11124.9561,36341.3438,19172.3867,8157.0293,21223.5859,0,0,0,0,591.223328,682.250244,296.190582,523.221375
4.00E+18,340,31519.6992,36293.8633,15306.4365,27706.666,-360.802856,-265.849884,-286.66452,-304.439087,0.208124325,0.2177241,0.106101066,0.177316502,491.826202,566.321167,238.83815,432.328491,4.10E-03,2.57E-03,1.26E-03,2.57E-03,7397.55371,17567.7891,5815.49023,10260.2783,22346.6191,13595.7549,6338.79639,14093.7236,0,0,0,0,603.476746,657.950623,287.258942,516.22876
6.00E+18,340,47386.5,51903.2773,22131.3906,40473.7227,-326.226074,-235.816406,-256.509186,-272.850555,0.312002718,0.314536542,0.153898016,0.260145754,492.938751,539.924622,230.222122,421.028534,5.04E-03,2.89E-03,1.46E-03,3.01E-03,7188.20264,16070.9668,5351.00342,9536.72461,17046.5352,10385.1768,4742.53857,10724.75,0,0,0,0,614.407471,636.292542,279.991058,510.230347
8.00E+18,340,63400.0625,66390.5234,28605.832,52798.8086,-301.733887,-215.45079,-235.893997,-251.02623,0.416873455,0.405793816,0.199644446,0.340770572,494.640106,517.971375,223.179459,411.930298,5.77E-03,3.08E-03,1.59E-03,3.33E-03,6803.62842,14787.3516,4960.32324,8850.43457,14225.9932,8814.93555,4127.73096,9056.21973,0,0,0,0,624.388733,616.992676,273.906128,505.095825
1.00E+19,340,79564.9766,79977.6953,34800.8555,64781.1758,-282.83017,-200.277374,-220.502213,-234.536575,0.523941457,0.49268195,0.244442254,0.420355201,496.605499,499.181488,217.209854,404.332275,6.36E-03,3.21E-03,1.69E-03,3.56E-03,6693.90771,13689.6875,4627.12549,8336.90723,12422.7988,7903.48096,3734.53003,8020.26953,0,0,0,0,633.41571,599.753784,268.693573,500.621002
2.00E+19,340,161827.609,138779.312,62780.6602,121129.195,-224.683975,-156.662018,-175.804977,-185.716995,1.07326114,0.876093805,0.451425761,0.800260246,505.024231,433.096161,195.923035,378.014496,8.17E-03,3.41E-03,1.94E-03,4.18E-03,6208.46826,9932.76172,3491.11963,6544.1167,8548.57031,5329.8623,2664.42212,5514.28516,0,0,0,0,669.240967,536.356445,250.64093,485.41275
4.00E+19,340,328326.719,231878.891,110251.109,223485.578,-169.587753,-117.714027,-137.014923,-141.438904,2.2244823,1.51150846,0.822978377,1.5196563,512.313538,361.818573,172.033325,348.721802,9.44E-03,3.21E-03,2.07E-03,4.47E-03,5362.16016,6367.48291,2277.2312,4668.95801,6251.76074,3579.3728,1908.69727,3913.2771,0,0,0,0,714.176941,468.02536,233.133362,471.778564
6.00E+19,340,492381.094,306925.281,152030.031,317112.125,-140.252136,-97.2267303,-117.941002,-118.473289,3.41080904,2.06362677,1.16798055,2.21413875,512.200195,319.27948,158.149475,329.876373,9.69E-03,2.90E-03,2.11E-03,4.45E-03,4716.46973,4295.76709,1738.91858,3583.71851,5368.53955,2838.68164,1568.89502,3258.70508,0,0,0,0,743.35199,429.240662,225.913025,466.168549
8.00E+19,340,650574.562,369938,190593.562,403702.031,-121.390366,-84.3977051,-107.028763,-104.272278,4.59171677,2.55153584,1.48070955,2.87465405,507.570862,288.621429,148.698929,314.963715,9.59E-03,2.64E-03,2.18E-03,4.39E-03,4186.50391,3269.54077,1334.55005,2930.19824,4877.96387,2375.66333,1385.43787,2879.68823,0,0,0,0,763.455139,401.201019,223.44986,462.701996
1.00E+20,340,800806.062,424926.125,228023.516,484585.25,-108.371552,-75.4176941,-98.9228439,-94.2373657,5.72942019,2.98746037,1.77467871,3.49718666,499.823822,265.218018,142.321075,302.454315,9.40E-03,2.42E-03,2.23E-03,4.30E-03,3720.32593,2735.35938,1126.88,2527.52173,4563.33643,2126.97852,1262.80725,2651.04077,0,0,0,0,776.52655,379.279846,223.583832,459.796753
1.00E+16,360,77.4525604,94.9789047,40.3004684,70.9106445,-880.771667,-778.76532,-797.632202,-819.056396,5.44E-04,5.78E-04,2.99E-04,4.74E-04,483.418457,592.807495,251.533798,442.586578,6.01E-05,5.76E-05,2.56E-05,4.76E-05,7221.70166,18404.252,6092.47314,10572.8086,1335375.38,320921.938,115668.219,590655.188,0,0,0,0,559.83197,639.335938,280.912231,493.360077
2.00E+16,360,154.766266,189.618546,80.3311234,141.571976,-821.084534,-719.264648,-738.109009,-759.486023,1.09E-03,1.16E-03,5.93E-04,9.45E-04,482.986877,591.751831,250.693222,441.810669,1.04E-04,9.81E-05,4.38E-05,8.17E-05,7216.43457,18395.2734,6088.21973,10566.6416,901461,220316.125,82174.2266,401317.125,0,0,0,0,560.676453,639.487854,280.974457,493.712921
4.00E+16,360,309.144501,378.142365,159.973892,282.420258,-761.464844,-659.752747,-678.852417,-700.023254,2.17E-03,2.30E-03,1.18E-03,1.88E-03,482.381866,590.044495,249.619507,440.681976,1.79E-04,1.65E-04,7.37E-05,1.38E-04,7213.46143,18377.1719,6082.25928,10557.6309,589411.5,152911.125,57906.2422,266742.969,0,0,0,0,560.788574,639.255554,280.874573,493.639557
6.00E+16,360,463.280609,565.915588,239.181671,422.792603,-726.608948,-624.988403,-644.271729,-665.289734,3.25E-03,3.45E-03,1.77E-03,2.82E-03,481.928284,588.694458,248.809036,439.810638,2.45E-04,2.21E-04,9.93E-05,1.87E-04,7210.49609,18359.0996,6076.31104,10548.6357,455779,123678.156,47230.5156,208895.875,0,0,0,0,560.900574,639.023438,280.774902,493.566315
8.00E+16,360,617.226379,753.060486,318.043213,562.776672,-701.88916,-600.352051,-619.782593,-640.674622,4.33E-03,4.59E-03,2.35E-03,3.76E-03,481.552979,587.529175,248.133667,439.07193,3.04E-04,2.71E-04,1.22E-04,2.31E-04,7207.53809,18341.0586,6070.375,10539.6572,378242.781,106393.531,40883.1758,175173.172,0,0,0,0,561.012451,638.791565,280.675507,493.493164
1.00E+17,360,771.01178,939.647583,396.609222,702.422852,-682.722107,-581.263367,-600.818115,-621.601196,5.40E-03,5.73E-03,2.93E-03,4.69E-03,481.227661,586.481812,247.543991,438.417816,3.59E-04,3.17E-04,1.43E-04,2.71E-04,7204.58838,18323.0488,6064.45166,10530.6963,326536.656,94652.625,36557.1094,152582.125,0,0,0,0,561.124146,638.559875,280.576355,493.420166
2.00E+17,360,1537.36218,1865.49805,785.502991,1396.12109,-623.012939,-522.104431,-541.836975,-562.318115,1.07E-02,1.14E-02,5.76E-03,9.29E-03,479.77298,582.176147,245.1362,435.695099,5.97E-04,5.09E-04,2.31E-04,4.41E-04,7186.41553,18233.0645,6033.69238,10484.3906,205039.344,65954.7031,25936.1133,98976.7266,0,0,0,0,561.92157,637.497375,280.120728,493.179901
4.00E+17,360,3064.46729,3688.92529,1550.89795,2768.09692,-563.617859,-463.322906,-483.571075,-503.503937,2.14E-02,2.26E-02,1.14E-02,1.84E-02,478.172546,575.611511,241.998596,431.927582,9.73E-04,7.92E-04,3.63E-04,7.02E-04,7157.7207,18056.2617,5975.74854,10396.5771,125842.727,72802.7422,18471.3145,72372.2578,0,0,0,0,563.028992,635.207581,279.156036,492.464203
6.00E+17,360,4585.40332,5481.19141,2302.97754,4123.19092,-528.851379,-429.166016,-449.626984,-469.214813,3.19E-02,3.36E-02,1.69E-02,2.75E-02,476.997284,570.181763,239.567581,428.915558,1.28E-03,1.01E-03,4.66E-04,9.08E-04,7127.68262,17882.2402,5918.28369,10309.4014,94730.5781,36690.2422,14971.4902,48797.4336,0,0,0,0,564.592529,632.979004,278.261047,491.944183
8.00E+17,360,6102.86084,7246.98096,3045.23975,5465.02734,-504.270325,-405.119537,-425.81189,-445.067261,4.24E-02,4.45E-02,2.23E-02,3.64E-02,476.138275,565.401184,237.586136,426.375214,1.55E-03,1.19E-03,5.52E-04,1.08E-03,7100.44434,17711.5078,5862.69482,10224.8828,76770.5625,31325.2402,12949.6387,40348.4805,0,0,0,0,565.681824,630.739075,277.344238,491.255035
1.00E+18,360,7617.48242,8988.74316,3778.70483,6794.97705,-485.22229,-386.587646,-407.456421,-426.422119,5.30E-02,5.54E-02,2.77E-02,4.53E-02,475.445831,561.033203,235.848206,424.109039,1.79E-03,1.34E-03,6.27E-04,1.24E-03,7073.8916,17543.7012,5808.23047,10141.9414,65154.3711,27693.9727,11569.5293,34805.957,0,0,0,0,566.761047,628.523499,276.449799,490.578125
2.00E+18,360,15163.2686,17389.2891,7337.80469,13296.7881,-425.997192,-329.881409,-351.123871,-369.000824,0.105053619,0.107794382,5.38E-02,8.89E-02,473.208405,542.677063,228.994873,414.960114,2.75E-03,1.89E-03,9.05E-04,1.81E-03,6948.48926,16745.7832,5551.02881,9748.43457,39234.1172,18834.1191,8159.70703,22075.9785,0,0,0,0,572.163025,617.813293,272.293976,487.423431
4.00E+18,360,30245.4316,32987.1602,14062.1719,25764.9219,-366.981873,-275.300201,-296.723053,-313.001709,0.209187016,0.207055718,0.103407197,0.173216641,471.94281,514.724121,219.422928,402.029938,4.07E-03,2.50E-03,1.24E-03,2.52E-03,6737.18555,15334.5205,5104.54883,9058.75195,23897.668,17022.3301,5802.2373,15574.0791,0,0,0,0,582.129578,598.068909,265.204102,481.800873
6.00E+18,360,45402.7773,47360.4609,20397.7617,37720.332,-332.518066,-244.822372,-266.142975,-281.161133,0.313800573,0.300234288,0.150556743,0.254863888,472.30307,492.667908,212.188019,392.386322,5.02E-03,2.84E-03,1.44E-03,2.98E-03,6562.26953,14127.4834,4729.396,8473.0498,18129.0332,10226.6758,4731.81836,11029.1758,0,0,0,0,591.210449,580.373535,259.343231,476.975739
8.00E+18,360,60666.3477,60780.6406,26436.8555,49294.6133,-308.152222,-224.060425,-245.26825,-259.160309,0.41984424,0.388698727,0.196392834,0.33497858,473.311951,474.203674,206.257355,384.590973,5.76E-03,3.05E-03,1.59E-03,3.31E-03,6228.06299,13079.7148,4409.6792,7905.81885,15017.0186,8663.78418,4109.53125,9263.44434,0,0,0,0,599.458496,564.468811,254.365036,472.764069
1.00E+19,360,76022.7031,73421.8359,32224.5879,60556.375,-289.18689,-208.487,-229.451523,-242.375137,0.525632858,0.472613364,0.240057409,0.412767887,474.496399,458.263062,201.130051,377.963165,6.36E-03,3.19E-03,1.70E-03,3.56E-03,6129.75342,12174.3428,4133.19775,7479.09766,13084.0654,7639.23584,3692.323,8138.54102,0,0,0,0,607.120422,550.166687,250.079163,469.12207
2.00E+19,360,153979.094,128573.883,58558.6562,113703.875,-231.144989,-163.517227,-183.741348,-192.801193,1.07408547,0.848196447,0.446378708,0.789553583,480.530975,401.247559,182.747192,354.841919,8.23E-03,3.44E-03,1.98E-03,4.23E-03,5696.57422,9001.5957,3168.49023,5955.55322,8855.55469,5220.88916,2652.71558,5576.38623,0,0,0,0,637.646729,496.359436,234.946121,456.317413
4.00E+19,360,311276.906,216439.672,103550.055,210422.203,-175.803116,-123.328918,-143.823029,-147.651688,2.21463871,1.47620463,0.81385839,1.50156724,485.709381,337.727539,161.577164,328.338013,9.62E-03,3.29E-03,2.14E-03,4.59E-03,4934.80859,5870.5625,2088.2146,4297.86182,6436.9541,3540.50391,1909.68921,3962.38257,0,0,0,0,677.17572,435.926666,219.951584,444.351318
6.00E+19,360,465934.969,287393.625,143383.062,298903.906,-146.112061,-102.314285,-124.095062,-124.173805,3.38271356,2.01889539,1.15879464,2.1868012,484.689545,298.961639,149.154449,310.935211,9.95E-03,3.01E-03,2.21E-03,4.61E-03,4354.99463,3968.87549,1605.81702,3309.89575,5486.61035,2826.24487,1573.01453,3295.29004,0,0,0,0,702.809998,400.769287,213.738068,439.105804
8.00E+19,360,615029.75,347095.469,179989.875,380705.031,-126.873482,-89.0743027,-112.442307,-109.463356,4.53676844,2.49311042,1.45946157,2.82977986,479.839233,270.799957,140.426056,297.021729,9.90E-03,2.75E-03,2.28E-03,4.56E-03,3878.27368,3021.44019,1234.42346,2711.37915,4970.06348,2362.59131,1390.40039,2907.68481,0,0,0,0,720.557251,375.220642,211.52269,435.766846
1.00E+20,360,756815.5,399483.969,215562.484,457287.344,-113.436127,-79.5895462,-103.702576,-98.9094162,5.64639711,2.92248106,1.750108,3.43966198,472.367065,249.338272,134.543518,285.41629,9.74E-03,2.53E-03,2.32E-03,4.47E-03,3455.13501,2536.36279,1047.89709,2346.46509,4628.36816,2114.88257,1265.4884,2669.57983,0,0,0,0,732.096924,355.201752,211.559769,432.95285
1.00E+16,380,74.4655533,85.7984161,36.727253,65.6637421,-886.823975,-788.918335,-808.761658,-828.167969,5.47E-04,5.52E-04,2.90E-04,4.63E-04,464.765778,535.49231,229.224518,409.827515,5.86E-05,5.34E-05,2.40E-05,4.50E-05,6547.43213,15909.0098,5288.50879,9248.31641,1426272.75,322118.938,118572.508,622321.438,0,0,0,0,543.828735,580.412842,258.62442,460.955322
2.00E+16,380,148.802994,171.27684,73.2491226,131.10965,-827.170593,-729.352417,-749.369324,-768.630798,1.09E-03,1.10E-03,5.75E-04,9.22E-04,464.374725,534.508179,228.590302,409.157745,1.02E-04,9.11E-05,4.11E-05,7.75E-05,6546.26465,15901.873,5286.17969,9244.77246,949724.812,218639,83008.4219,417124.031,0,0,0,0,543.875122,580.318481,258.585968,460.926514
4.00E+16,380,297.256287,341.633636,145.932007,261.6073,-767.541626,-669.832581,-690.073242,-709.14917,2.18E-03,2.19E-03,1.15E-03,1.84E-03,463.831268,533.076172,227.70845,408.205322,1.75E-04,1.53E-04,6.95E-05,1.32E-04,6543.93311,15887.6133,5281.52783,9237.69141,622129.375,151203.969,58421.4141,277251.594,0,0,0,0,543.967712,580.129761,258.509155,460.868866
6.00E+16,380,445.490326,511.362213,218.257141,391.703217,-732.678345,-635.058044,-655.45874,-674.398376,3.27E-03,3.28E-03,1.71E-03,2.75E-03,463.421631,531.944763,227.042068,407.469482,2.39E-04,2.06E-04,9.38E-05,1.78E-04,6541.60645,15873.375,5276.88379,9230.62109,481651.625,122143.102,47620.2617,217138.328,0,0,0,0,544.060181,579.941223,258.432495,460.81131
8.00E+16,380,593.436523,680.517578,290.194946,521.382996,-707.84491,-610.367859,-630.756714,-649.656494,4.34E-03,4.36E-03,2.27E-03,3.65E-03,462.992249,530.931763,226.406677,406.776886,2.97E-04,2.54E-04,1.15E-04,2.20E-04,6536.63574,15858.7793,5271.33008,9222.24805,403863.969,105209.133,41313.2188,183462.109,0,0,0,0,544.717102,579.796936,258.412811,460.975616
1.00E+17,380,741.321899,849.242004,361.965729,650.843201,-688.673157,-591.269958,-611.766541,-630.569885,5.42E-03,5.44E-03,2.83E-03,4.56E-03,462.696594,530.054993,225.921143,406.224243,3.52E-04,2.97E-04,1.35E-04,2.59E-04,6534.31787,15844.5859,5266.70312,9215.20215,348931.625,93556.2422,36928.8672,159805.578,0,0,0,0,544.809631,579.608826,258.336517,460.918335
2.00E+17,380,1479.03479,1686.97131,717.923645,1294.64319,-629.166565,-532.089844,-552.968567,-571.408264,1.08E-02,1.08E-02,5.61E-03,9.08E-03,461.570435,526.462341,224.046326,404.026367,5.85E-04,4.78E-04,2.20E-04,4.23E-04,6522.80957,15773.9639,5243.70068,9180.1582,218683.516,64869.7539,26066.9492,103206.742,0,0,0,0,545.270935,578.670837,257.957581,460.633148
4.00E+17,380,2947.20703,3338.3418,1418.64612,2568.06494,-569.5401,-473.158539,-494.337677,-512.345398,2.14E-02,2.14E-02,1.10E-02,1.80E-02,459.875458,520.907288,221.362305,400.714996,9.56E-04,7.47E-04,3.47E-04,6.74E-04,6497.78613,15633.8643,5197.61523,9109.75488,134990.688,44777.1211,18425.5996,66064.4688,0,0,0,0,546.366821,576.821106,257.227814,460.13858
6.00E+17,380,4410.55371,4964.14795,2109.10474,3827.9353,-534.841492,-438.968933,-460.425079,-478.078491,3.21E-02,3.19E-02,1.64E-02,2.68E-02,458.808502,516.39624,219.399948,398.201538,1.26E-03,9.57E-04,4.47E-04,8.75E-04,6475.65625,15496.5439,5153.10205,9041.7666,100812.977,36395.1914,15016.6338,50741.6055,0,0,0,0,547.276001,574.979004,256.49942,459.584808
8.00E+17,380,5869.97217,6567.71289,2791.06812,5076.25146,-510.25293,-414.861725,-436.515045,-453.876556,4.27E-02,4.23E-02,2.17E-02,3.56E-02,457.968567,512.405457,217.755951,396.043335,1.53E-03,1.13E-03,5.32E-04,1.05E-03,6454.01172,15361.4033,5109.41064,8974.94141,81727.1172,30918.6816,12980.1787,41875.3242,0,0,0,0,548.177246,573.156128,255.787048,459.040131
1.00E+18,380,7324.29883,8150.68311,3464.66992,6313.21729,-491.060242,-396.230804,-417.907928,-435.066315,5.31E-02,5.25E-02,2.69E-02,4.42E-02,457.14679,508.725616,216.247681,394.040039,1.77E-03,1.28E-03,6.05E-04,1.19E-03,6431.08984,15228.1191,5065.99072,8908.39941,69715.2578,27286.4609,11631.6621,36211.1289,0,0,0,0,549.246338,571.364136,255.099182,458.569916
